,value,occ_title,Unnamed: 0,occ_code,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,class
866,,personal appearance workers,731.0,39-5000,minor,"536,550",0.7,14.35,"29,840",0.6,8.85,9.76,11.73,16.10,23.36,"18,410","20,290","24,410","33,480","48,590",,,Low Income
867,,"barbers, hairdressers, hairstylists and cosmetologists",732.0,39-5010,broad,"370,710",1.4,14.66,"30,480",0.7,8.74,9.72,11.97,16.95,24.27,"18,190","20,210","24,900","35,250","50,470",,,Low Income
868,,"makeup artists, theatrical and performance",736.0,39-5091,detailed,"3,540",8.2,33.32,"69,310",4.6,10.21,14.11,28.51,51.58,61.07,"21,250","29,340","59,300","107,290","127,030",,,Middle Income
869,,manicurists and pedicurists,737.0,39-5092,detailed,"104,020",4.8,12.01,"24,980",0.9,9.37,9.97,11.17,13.00,15.89,"19,480","20,730","23,230","27,040","33,050",,,Low Income
870,,shampooers,738.0,39-5093,detailed,"13,330",5.7,10.41,"21,650",1.2,8.54,9.11,9.77,11.38,13.00,"17,770","18,950","20,320","23,680","27,040",,,Low Income
871,,skincare specialists,739.0,39-5094,detailed,"44,940",3.4,16.89,"35,130",1.6,8.97,10.59,14.46,20.33,28.27,"18,650","22,020","30,080","42,280","58,810",,,Middle Income
872,,baggage porters and bellhops,742.0,39-6011,detailed,"42,620",3.1,12.55,"26,100",0.9,8.73,9.52,11.17,14.08,18.39,"18,160","19,810","23,230","29,280","38,250",,,Low Income
873,,concierges,743.0,39-6012,detailed,"35,750",3.1,15.72,"32,700",1.1,10.17,11.70,14.49,18.72,23.36,"21,160","24,340","30,150","38,940","48,580",,,Low Income
874,,other personal care and service workers,747.0,39-9000,minor,"3,397,990",0.5,12.63,"26,280",0.3,8.72,9.86,11.29,13.65,18.10,"18,140","20,500","23,480","28,390","37,640",,,Low Income
875,,fitness trainers and aerobics instructors,753.0,39-9031,detailed,"280,080",1.3,21.02,"43,720",0.7,9.44,12.00,18.85,27.01,35.83,"19,640","24,970","39,210","56,190","74,520",,,Middle Income
876,,recreation workers,754.0,39-9032,detailed,"352,350",1.0,13.44,"27,950",0.4,8.88,9.84,11.80,15.44,20.46,"18,480","20,470","24,540","32,110","42,560",,,Low Income
877,,miscellaneous personal care and service workers,757.0,39-9090,broad,"56,820",2.9,13.35,"27,760",0.9,9.14,10.28,12.45,15.53,18.47,"19,000","21,390","25,900","32,300","38,410",,,Low Income
878,,sales and related occupations,759.0,41-0000,major,"14,522,580",0.2,19.56,"40,680",0.2,8.80,10.06,12.99,22.30,37.42,"18,310","20,920","27,020","46,380","77,820",,,Middle Income
879,,supervisors of sales workers,760.0,41-1000,minor,"1,452,010",0.4,24.27,"50,480",0.2,12.25,15.27,20.12,28.25,39.84,"25,480","31,750","41,860","58,760","82,860",,,Middle Income
880,,first-line supervisors of sales workers,761.0,41-1010,broad,"1,452,010",0.4,24.27,"50,480",0.2,12.25,15.27,20.12,28.25,39.84,"25,480","31,750","41,860","58,760","82,860",,,Middle Income
881,,retail sales workers,764.0,41-2000,minor,"8,729,350",0.2,12.29,"25,560",0.2,8.44,9.28,10.77,13.14,18.03,"17,560","19,290","22,400","27,320","37,490",,,Low Income
882,,gaming change persons and booth cashiers,767.0,41-2012,detailed,"24,050",5.8,12.48,"25,950",0.9,9.00,10.05,11.50,14.12,17.69,"18,720","20,900","23,910","29,360","36,800",,,Low Income
883,,counter and rental clerks and parts salespersons,768.0,41-2020,broad,"698,300",0.8,14.85,"30,890",0.3,9.01,10.40,13.04,17.59,23.58,"18,740","21,640","27,130","36,590","49,050",,,Low Income
884,,"sales representatives, services",773.0,41-3000,minor,"1,983,790",0.5,33.50,"69,680",0.5,12.72,17.28,25.22,38.66,62.73,"26,460","35,940","52,460","80,410","130,470",,,Middle Income
885,,"miscellaneous sales representatives, services",782.0,41-3090,broad,"1,004,020",0.7,30.31,"63,050",0.4,12.16,16.94,25.24,36.95,54.47,"25,290","35,240","52,510","76,850","113,310",,,Middle Income
886,,"sales representatives, wholesale and manufacturing, technical and scientific products",786.0,41-4011,detailed,"327,190",1.8,44.24,"92,010",0.9,19.07,26.58,37.90,55.41,75.72,"39,660","55,280","78,830","115,250","157,490",,,Middle Income
887,,"sales representatives, wholesale and manufacturing, except technical and scientific products",787.0,41-4012,detailed,"1,391,400",0.5,32.67,"67,960",0.3,13.34,18.98,27.39,39.36,57.83,"27,760","39,480","56,970","81,880","120,280",,,Middle Income
888,,other sales and related workers,788.0,41-9000,minor,"638,860",1.1,23.72,"49,340",0.7,9.53,11.38,16.17,28.09,48.40,"19,830","23,660","33,630","58,420","100,680",,,Middle Income
889,,demonstrators and product promoters,790.0,41-9011,detailed,"84,780",3.9,15.30,"31,830",1.5,9.54,10.78,13.01,18.19,23.72,"19,840","22,410","27,060","37,820","49,340",,,Low Income
890,,models,791.0,41-9012,detailed,"3,710",18.0,15.32,"31,870",6.0,8.17,9.14,11.01,17.91,23.78,"16,980","19,020","22,900","37,250","49,450",,,Low Income
891,,real estate brokers,793.0,41-9021,detailed,"40,530",3.1,36.50,"75,910",2.6,11.61,16.97,27.28,42.69,72.92,"24,160","35,290","56,730","88,790","151,660",,,Middle Income
892,,real estate sales agents,794.0,41-9022,detailed,"147,960",1.7,28.67,"59,630",1.1,11.12,14.99,22.11,34.59,52.64,"23,130","31,180","45,990","71,950","109,490",,,Middle Income
893,,miscellaneous sales and related workers,799.0,41-9090,broad,"101,380",1.7,18.89,"39,300",0.7,9.88,11.39,15.79,22.79,31.62,"20,550","23,680","32,840","47,410","65,770",,,Middle Income
894,,office and administrative support occupations,802.0,43-0000,major,"21,965,480",0.1,18.24,"37,950",0.1,10.24,12.68,16.70,22.24,28.77,"21,300","26,380","34,740","46,270","59,850",,,Middle Income
895,,supervisors of office and administrative support workers,803.0,43-1000,minor,"1,458,380",0.3,28.14,"58,540",0.1,16.09,20.34,26.47,33.79,42.69,"33,470","42,300","55,060","70,270","88,800",,,Middle Income
896,,communications equipment operators,806.0,43-2000,minor,"88,680",2.2,15.09,"31,390",0.5,9.98,11.53,14.02,17.55,22.36,"20,760","23,980","29,160","36,510","46,500",,,Low Income
897,,miscellaneous communications equipment operators,811.0,43-2090,broad,"1,980",5.8,20.63,"42,910",2.6,11.35,15.11,19.94,25.44,30.42,"23,600","31,430","41,480","52,920","63,280",,,Middle Income
898,,financial clerks,813.0,43-3000,minor,"3,044,000",0.3,18.55,"38,580",0.1,11.31,13.88,17.56,22.37,27.69,"23,510","28,860","36,520","46,530","57,590",,,Middle Income
899,,miscellaneous financial clerks,828.0,43-3090,broad,"32,260",3.8,20.49,"42,630",0.9,12.80,15.68,19.22,24.13,29.76,"26,620","32,620","39,970","50,180","61,890",,,Middle Income
900,,information and record clerks,830.0,43-4000,minor,"5,694,680",0.3,16.79,"34,930",0.1,10.06,12.18,15.51,19.95,25.51,"20,920","25,340","32,270","41,500","53,060",,,Middle Income
901,,correspondence clerks,833.0,43-4020,broad,"6,370",4.4,18.32,"38,100",1.3,11.81,14.26,17.61,21.90,26.61,"24,570","29,670","36,620","45,550","55,350",,,Middle Income
902,,order clerks,855.0,43-4150,broad,"169,120",3.0,16.99,"35,330",0.9,10.30,12.59,16.11,20.37,25.26,"21,430","26,180","33,510","42,370","52,540",,,Middle Income
903,,miscellaneous information and record clerks,863.0,43-4190,broad,"161,250",1.2,19.56,"40,690",0.3,12.12,15.00,19.16,23.44,27.62,"25,200","31,200","39,860","48,750","57,450",,,Middle Income
904,,"material recording, scheduling, dispatching, and distributing workers",865.0,43-5000,minor,"4,152,650",0.3,16.73,"34,790",0.1,9.66,11.22,14.95,20.42,28.16,"20,090","23,330","31,100","42,470","58,570",,,Middle Income
905,,"police, fire, and ambulance dispatchers",871.0,43-5031,detailed,"95,450",0.8,20.20,"42,020",0.4,12.46,15.24,19.06,24.21,30.13,"25,920","31,700","39,640","50,370","62,680",,,Middle Income
906,,"dispatchers, except police, fire, and ambulance",872.0,43-5032,detailed,"198,520",1.2,20.26,"42,150",0.6,11.48,14.45,18.65,24.33,31.22,"23,880","30,060","38,790","50,600","64,940",,,Middle Income
907,,postal service workers,875.0,43-5050,broad,"531,750",0.0,24.04,"50,010",0.2,16.07,17.69,27.53,28.77,28.78,"33,430","36,800","57,260","59,850","59,860",,,Middle Income
908,,executive secretaries and executive administrative assistants,889.0,43-6011,detailed,"596,080",0.6,28.56,"59,400",0.2,17.17,21.62,27.60,34.65,41.00,"35,720","44,960","57,410","72,080","85,280",,,Middle Income
909,,legal secretaries,890.0,43-6012,detailed,"185,870",1.5,23.37,"48,600",0.8,13.02,16.25,21.51,29.04,36.78,"27,080","33,800","44,730","60,390","76,500",,,Middle Income
910,,medical secretaries,891.0,43-6013,detailed,"576,520",0.8,17.25,"35,870",0.3,11.66,13.70,16.64,19.94,24.20,"24,240","28,490","34,610","41,460","50,340",,,Middle Income
911,,"secretaries and administrative assistants, except legal, medical, and executive",892.0,43-6014,detailed,"2,254,820",0.4,17.75,"36,920",0.2,10.63,13.45,17.11,21.61,26.14,"22,110","27,990","35,590","44,950","54,370",,,Middle Income
912,,other office and administrative support workers,893.0,43-9000,minor,"3,913,800",0.4,16.73,"34,800",0.2,9.71,11.96,15.66,20.02,25.29,"20,200","24,870","32,560","41,640","52,610",,,Middle Income
913,,data entry and information processing workers,896.0,43-9020,broad,"245,300",1.2,16.73,"34,800",0.6,10.68,12.97,15.85,19.51,24.02,"22,210","26,970","32,960","40,590","49,960",,,Middle Income
914,,desktop publishers,899.0,43-9030,broad,"12,000",3.6,21.72,"45,170",1.2,11.20,14.88,20.36,27.30,34.27,"23,300","30,960","42,350","56,790","71,280",,,Middle Income
915,,miscellaneous office and administrative support workers,913.0,43-9190,broad,"209,070",1.3,17.96,"37,360",0.6,10.22,12.67,17.11,21.74,27.24,"21,260","26,350","35,590","45,230","56,660",,,Middle Income
916,,"office and administrative support workers, all other",914.0,43-9199,detailed,"209,070",1.3,17.96,"37,360",0.6,10.22,12.67,17.11,21.74,27.24,"21,260","26,350","35,590","45,230","56,660",,,Middle Income
917,,"farming, fishing, and forestry occupations",915.0,45-0000,major,"470,920",1.2,13.87,"28,840",0.5,9.85,10.46,11.73,15.42,21.15,"20,480","21,760","24,390","32,060","43,990",,,Low Income
918,,"supervisors of farming, fishing, and forestry workers",916.0,45-1000,minor,"20,750",2.5,24.11,"50,160",0.9,13.23,16.61,22.39,29.42,37.36,"27,510","34,550","46,570","61,200","77,710",,,Middle Income
919,,agricultural workers,919.0,45-2000,minor,"404,610",1.3,12.78,"26,580",0.4,9.68,10.33,11.46,13.91,18.09,"20,130","21,490","23,830","28,930","37,630",,,Low Income
920,,animal breeders,922.0,45-2020,broad,"1,800",12.2,20.89,"43,450",2.9,12.30,13.96,18.06,25.31,33.24,"25,590","29,030","37,560","52,640","69,130",,,Middle Income
921,,miscellaneous agricultural workers,926.0,45-2090,broad,"349,040",1.5,12.49,"25,990",0.4,9.80,10.32,11.40,13.57,17.39,"20,380","21,460","23,710","28,220","36,180",,,Low Income
922,,agricultural equipment operators,927.0,45-2091,detailed,"26,070",4.5,15.12,"31,440",1.0,9.74,11.80,14.48,17.75,21.45,"20,250","24,540","30,110","36,910","44,620",,,Low Income
923,,"farmworkers and laborers, crop, nursery, and greenhouse",928.0,45-2092,detailed,"282,300",1.8,12.05,"25,070",0.5,10.00,10.28,11.24,12.47,15.99,"20,810","21,380","23,380","25,930","33,270",,,Low Income
924,,"farmworkers, farm, ranch, and aquacultural animals",929.0,45-2093,detailed,"35,460",2.6,13.38,"27,840",0.7,8.81,10.12,12.24,15.46,19.27,"18,330","21,050","25,470","32,160","40,080",,,Low Income
925,,"agricultural workers, all other",930.0,45-2099,detailed,"5,210",6.5,17.27,"35,910",2.4,9.54,11.46,14.71,20.57,27.97,"19,850","23,840","30,600","42,790","58,180",,,Middle Income
926,,fishers and related fishing workers,932.0,45-3010,broad,520,14.4,15.00,"31,190",7.7,8.64,10.11,13.61,20.25,23.19,"17,960","21,030","28,310","42,110","48,230",,,Low Income
927,,"forest, conservation, and logging workers",934.0,45-4000,minor,"44,800",2.2,18.91,"39,330",1.0,10.54,13.83,18.01,22.80,28.16,"21,920","28,780","37,460","47,430","58,560",,,Middle Income
928,,fallers,938.0,45-4021,detailed,"5,420",13.8,22.56,"46,930",3.5,12.78,15.74,19.56,27.57,37.34,"26,570","32,740","40,690","57,350","77,670",,,Middle Income
929,,logging equipment operators,939.0,45-4022,detailed,"26,010",2.7,19.15,"39,820",1.1,11.62,14.66,18.46,23.09,27.79,"24,160","30,480","38,390","48,030","57,800",,,Middle Income
930,,log graders and scalers,940.0,45-4023,detailed,"3,010",6.6,18.61,"38,710",1.5,11.95,14.37,18.21,22.35,25.64,"24,860","29,900","37,880","46,480","53,330",,,Middle Income
931,,"logging workers, all other",941.0,45-4029,detailed,"3,290",7.8,19.58,"40,730",3.0,11.54,16.05,19.11,22.91,27.17,"24,000","33,390","39,740","47,650","56,520",,,Middle Income
932,,construction and extraction occupations,942.0,47-0000,major,"5,728,460",0.3,24.01,"49,930",0.2,12.76,16.06,21.51,29.65,39.46,"26,540","33,410","44,730","61,680","82,080",,,Middle Income
933,,supervisors of construction and extraction workers,943.0,47-1000,minor,"556,300",0.6,33.27,"69,200",0.2,19.75,24.72,30.80,39.72,50.08,"41,080","51,410","64,070","82,620","104,160",,,Middle Income
934,,construction trades workers,946.0,47-2000,minor,"4,348,180",0.3,23.37,"48,620",0.2,12.72,15.91,20.91,28.83,38.40,"26,460","33,090","43,490","59,960","79,880",,,Middle Income
935,,"brickmasons, blockmasons, and stonemasons",949.0,47-2020,broad,"76,770",2.2,24.84,"51,670",1.0,13.75,17.70,23.17,29.86,38.97,"28,600","36,820","48,200","62,110","81,060",,,Middle Income
936,,brickmasons and blockmasons,950.0,47-2021,detailed,"64,790",2.3,25.67,"53,390",1.0,14.69,18.60,23.93,30.59,39.81,"30,550","38,680","49,770","63,620","82,810",,,Middle Income
937,,stonemasons,951.0,47-2022,detailed,"11,990",7.2,20.37,"42,370",2.6,11.58,14.18,18.72,24.50,30.58,"24,090","29,500","38,940","50,960","63,600",,,Middle Income
938,,carpet installers,955.0,47-2041,detailed,"26,120",5.0,21.25,"44,200",2.0,10.32,13.62,18.67,26.86,35.99,"21,470","28,320","38,830","55,860","74,860",,,Middle Income
939,,"floor layers, except carpet, wood, and hard tiles",956.0,47-2042,detailed,"11,860",6.6,21.41,"44,530",2.0,12.01,14.87,19.25,26.60,35.31,"24,980","30,930","40,040","55,340","73,440",,,Middle Income
940,,floor sanders and finishers,957.0,47-2043,detailed,"4,320",10.7,18.87,"39,260",2.9,11.37,14.05,17.77,22.55,27.96,"23,640","29,220","36,950","46,900","58,160",,,Middle Income
941,,tile and marble setters,958.0,47-2044,detailed,"38,820",3.8,22.30,"46,370",2.0,11.93,15.38,20.04,26.79,36.53,"24,810","31,990","41,680","55,720","75,990",,,Middle Income
942,,cement masons and concrete finishers,960.0,47-2051,detailed,"178,640",1.6,21.87,"45,490",0.7,13.25,15.95,19.54,25.65,35.05,"27,550","33,170","40,650","53,360","72,910",,,Middle Income
943,,terrazzo workers and finishers,961.0,47-2053,detailed,"2,630",12.3,21.89,"45,520",3.8,12.05,15.74,19.51,24.74,36.66,"25,060","32,730","40,590","51,460","76,250",,,Middle Income
944,,construction equipment operators,964.0,47-2070,broad,"418,760",0.8,24.54,"51,050",0.3,14.28,17.23,22.15,29.70,39.25,"29,710","35,850","46,080","61,780","81,640",,,Middle Income
945,,pile-driver operators,966.0,47-2072,detailed,"3,710",7.5,30.66,"63,770",3.0,15.72,20.16,27.72,41.92,48.46,"32,700","41,940","57,650","87,180","100,800",,,Middle Income
946,,operating engineers and other construction equipment operators,967.0,47-2073,detailed,"365,300",0.8,24.95,"51,890",0.3,14.64,17.55,22.61,30.16,39.56,"30,450","36,500","47,040","62,730","82,280",,,Middle Income
947,,drywall and ceiling tile installers,969.0,47-2081,detailed,"96,550",2.4,23.68,"49,250",1.4,13.29,16.48,20.60,27.68,40.35,"27,630","34,270","42,860","57,570","83,920",,,Middle Income
948,,tapers,970.0,47-2082,detailed,"18,080",4.5,26.70,"55,540",1.6,14.07,18.06,24.82,34.12,44.29,"29,270","37,560","51,620","70,960","92,130",,,Middle Income
949,,"insulation workers, floor, ceiling, and wall",976.0,47-2131,detailed,"31,100",4.3,19.52,"40,600",1.2,11.76,14.32,17.81,22.93,29.68,"24,460","29,790","37,050","47,690","61,730",,,Middle Income
950,,"insulation workers, mechanical",977.0,47-2132,detailed,"24,840",4.7,24.38,"50,710",1.7,13.94,16.98,21.90,29.55,40.20,"29,000","35,310","45,550","61,460","83,610",,,Middle Income
951,,"painters, construction and maintenance",979.0,47-2141,detailed,"221,340",1.2,20.12,"41,840",0.7,12.11,14.80,18.25,24.00,30.59,"25,200","30,790","37,960","49,920","63,620",,,Middle Income
952,,paperhangers,980.0,47-2142,detailed,"2,710",14.2,19.68,"40,930",4.3,12.32,14.28,17.80,23.25,30.05,"25,630","29,700","37,030","48,360","62,500",,,Middle Income
953,,pipelayers,982.0,47-2151,detailed,"38,690",2.7,20.77,"43,210",1.0,12.67,14.84,18.46,25.32,33.26,"26,360","30,870","38,400","52,670","69,180",,,Middle Income
954,,"plumbers, pipefitters, and steamfitters",983.0,47-2152,detailed,"428,260",1.2,27.44,"57,070",0.6,15.13,18.97,25.28,33.52,44.14,"31,470","39,470","52,590","69,710","91,810",,,Middle Income
955,,reinforcing iron and rebar workers,986.0,47-2170,broad,"18,480",5.5,26.09,"54,270",2.0,14.80,17.30,22.52,33.43,44.75,"30,770","35,980","46,850","69,530","93,070",,,Middle Income
956,,solar photovoltaic installers,994.0,47-2230,broad,"9,000",10.6,20.68,"43,010",1.8,13.83,16.20,18.98,23.85,29.61,"28,760","33,700","39,490","49,610","61,580",,,Middle Income
957,,"helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",998.0,47-3011,detailed,"24,660",3.6,16.84,"35,020",1.2,10.72,12.81,15.25,18.67,25.18,"22,310","26,650","31,710","38,830","52,370",,,Middle Income
958,,helpers--carpenters,999.0,47-3012,detailed,"33,740",2.9,14.95,"31,100",0.8,9.84,11.65,14.35,17.54,21.09,"20,460","24,230","29,860","36,490","43,860",,,Low Income
959,,helpers--electricians,1000.0,47-3013,detailed,"72,580",2.7,15.40,"32,040",0.7,10.21,12.21,14.68,17.98,22.02,"21,240","25,390","30,540","37,400","45,810",,,Low Income
960,,"helpers--painters, paperhangers, plasterers, and stucco masons",1001.0,47-3014,detailed,"11,000",7.4,14.70,"30,570",1.5,10.02,11.44,13.83,17.13,21.18,"20,830","23,800","28,760","35,630","44,050",,,Low Income
961,,"helpers--pipelayers, plumbers, pipefitters, and steamfitters",1002.0,47-3015,detailed,"54,790",2.9,15.31,"31,830",0.8,10.17,12.20,14.37,17.69,22.09,"21,150","25,380","29,890","36,790","45,940",,,Low Income
962,,helpers--roofers,1003.0,47-3016,detailed,"9,550",6.4,14.28,"29,710",1.5,10.07,11.71,13.70,16.05,18.91,"20,940","24,360","28,500","33,390","39,330",,,Low Income
963,,"helpers, construction trades, all other",1004.0,47-3019,detailed,"23,140",3.7,15.30,"31,830",1.2,9.73,11.62,14.26,17.81,22.56,"20,240","24,170","29,660","37,040","46,930",,,Low Income
964,,other construction and related workers,1005.0,47-4000,minor,"410,610",0.8,23.52,"48,920",0.4,12.84,16.12,21.20,28.78,38.41,"26,720","33,520","44,090","59,860","79,890",,,Middle Income
965,,septic tank servicers and sewer pipe cleaners,1018.0,47-4070,broad,"26,250",3.1,19.52,"40,590",0.9,12.05,14.48,18.25,23.60,29.45,"25,070","30,120","37,950","49,080","61,250",,,Middle Income
966,,miscellaneous construction and related workers,1020.0,47-4090,detailed,"34,720",4.3,20.30,"42,220",1.9,12.24,14.70,18.29,23.80,31.03,"25,460","30,570","38,040","49,510","64,550",,,Middle Income
967,,extraction workers,1022.0,47-5000,minor,"183,900",1.6,22.83,"47,480",0.6,13.66,16.61,21.19,27.59,34.35,"28,400","34,540","44,070","57,380","71,450",,,Middle Income
968,,"derrick, rotary drill, and service unit operators, oil, gas, and mining",1023.0,47-5010,broad,"64,240",2.4,25.56,"53,170",1.0,15.70,18.68,23.56,29.88,37.71,"32,650","38,850","49,000","62,140","78,440",,,Middle Income
969,,"derrick operators, oil and gas",1024.0,47-5011,detailed,"9,590",6.3,22.84,"47,510",1.0,16.00,18.31,22.18,26.94,30.99,"33,270","38,090","46,140","56,030","64,460",,,Middle Income
970,,"rotary drill operators, oil and gas",1025.0,47-5012,detailed,"15,370",4.9,27.01,"56,180",1.3,15.34,19.90,25.95,32.23,40.22,"31,900","41,400","53,980","67,040","83,670",,,Middle Income
971,,"service unit operators, oil, gas, and mining",1026.0,47-5013,detailed,"39,270",3.1,25.66,"53,370",1.6,15.69,18.47,23.21,29.73,37.79,"32,640","38,420","48,290","61,840","78,600",,,Middle Income
972,,continuous mining machine operators,1032.0,47-5041,detailed,"12,000",7.4,26.46,"55,040",1.4,17.39,21.29,26.26,30.79,36.89,"36,180","44,280","54,620","64,040","76,740",,,Middle Income
973,,mine cutting and channeling machine operators,1033.0,47-5042,detailed,"5,400",9.4,25.17,"52,360",3.0,14.91,18.86,25.13,31.23,36.76,"31,010","39,230","52,270","64,970","76,470",,,Middle Income
974,,"mining machine operators, all other",1034.0,47-5049,detailed,"2,840",12.9,24.36,"50,670",2.7,16.21,19.27,23.49,28.95,35.37,"33,720","40,070","48,850","60,210","73,560",,,Middle Income
975,,"rock splitters, quarry",1035.0,47-5050,broad,"4,310",6.3,17.33,"36,050",1.9,11.42,13.42,16.51,20.80,24.77,"23,750","27,920","34,350","43,260","51,530",,,Middle Income
976,,"roof bolters, mining",1037.0,47-5060,broad,"3,410",11.3,28.52,"59,310",1.6,21.33,24.71,28.10,31.57,37.23,"44,360","51,390","58,450","65,670","77,440",,,Middle Income
977,,"roustabouts, oil and gas",1039.0,47-5070,broad,"48,140",4.1,19.16,"39,850",0.8,12.78,14.69,17.77,22.65,28.39,"26,580","30,550","36,960","47,110","59,050",,,Middle Income
978,,helpers--extraction workers,1041.0,47-5080,broad,"15,280",4.6,17.73,"36,870",0.9,11.94,14.13,17.17,21.09,24.55,"24,830","29,390","35,710","43,870","51,070",,,Middle Income
979,,miscellaneous extraction workers,1043.0,47-5090,broad,"4,970",8.0,24.37,"50,690",2.5,12.61,16.55,23.67,30.68,36.97,"26,220","34,430","49,230","63,810","76,900",,,Middle Income
980,,"extraction workers, all other",1044.0,47-5099,detailed,"4,970",8.0,24.37,"50,690",2.5,12.61,16.55,23.67,30.68,36.97,"26,220","34,430","49,230","63,810","76,900",,,Middle Income
981,,"installation, maintenance, and repair occupations",1045.0,49-0000,major,"5,528,390",0.3,23.02,"47,870",0.1,12.08,15.78,21.40,28.83,36.89,"25,120","32,830","44,520","59,970","76,720",,,Middle Income
982,,"supervisors of installation, maintenance, and repair workers",1046.0,49-1000,minor,"460,370",0.5,32.75,"68,120",0.2,18.90,24.31,31.15,39.53,49.21,"39,310","50,560","64,780","82,220","102,350",,,Middle Income
983,,"electrical and electronic equipment mechanics, installers, and repairers",1049.0,49-2000,minor,"593,710",0.8,25.00,"52,010",0.3,13.54,17.54,23.81,31.60,38.35,"28,160","36,480","49,530","65,720","79,760",,,Middle Income
984,,"radio, cellular, and tower equipment installers and repairers",1053.0,49-2021,detailed,"15,310",5.5,27.43,"57,050",1.3,15.72,20.20,26.92,34.47,40.07,"32,690","42,010","56,000","71,710","83,340",,,Middle Income
985,,"telecommunications equipment installers and repairers, except line installers",1054.0,49-2022,detailed,"233,690",1.4,26.46,"55,030",0.5,14.95,19.19,25.67,33.82,38.72,"31,100","39,920","53,380","70,350","80,530",,,Middle Income
986,,"miscellaneous electrical and electronic equipment mechanics, installers, and repairers",1055.0,49-2090,broad,"244,120",1.3,25.81,"53,680",0.5,13.99,18.18,24.82,31.94,39.66,"29,090","37,810","51,630","66,440","82,500",,,Middle Income
987,,"electrical and electronics installers and repairers, transportation equipment",1058.0,49-2093,detailed,"12,310",5.9,29.82,"62,030",1.5,17.71,22.99,29.25,36.50,44.44,"36,840","47,820","60,840","75,930","92,430",,,Middle Income
988,,"electrical and electronics repairers, commercial and industrial equipment",1059.0,49-2094,detailed,"64,380",1.7,28.00,"58,250",0.5,16.91,21.80,27.49,33.19,39.46,"35,180","45,340","57,190","69,030","82,080",,,Middle Income
989,,"electrical and electronics repairers, powerhouse, substation, and relay",1060.0,49-2095,detailed,"24,430",3.0,37.39,"77,770",0.7,25.21,31.83,37.70,44.36,49.30,"52,440","66,210","78,410","92,270","102,550",,,Middle Income
990,,"vehicle and mobile equipment mechanics, installers, and repairers",1064.0,49-3000,minor,"1,596,660",0.4,21.62,"44,970",0.3,11.45,15.03,20.25,27.19,33.87,"23,810","31,270","42,130","56,560","70,460",,,Middle Income
991,,automotive technicians and repairers,1067.0,49-3020,broad,"804,200",0.6,20.68,"43,020",0.3,11.05,14.35,19.12,25.81,31.67,"22,990","29,840","39,780","53,690","65,860",,,Middle Income
992,,farm equipment mechanics and service technicians,1074.0,49-3041,detailed,"34,410",2.2,19.65,"40,880",0.6,12.52,15.35,18.91,23.63,28.53,"26,040","31,920","39,340","49,160","59,350",,,Middle Income
993,,"mobile heavy equipment mechanics, except engines",1075.0,49-3042,detailed,"131,590",1.3,25.18,"52,370",0.4,15.99,19.64,24.45,29.72,36.23,"33,260","40,850","50,860","61,810","75,360",,,Middle Income
994,,rail car repairers,1076.0,49-3043,detailed,"24,090",3.9,27.11,"56,380",1.9,15.88,20.93,27.62,33.34,37.53,"33,030","43,530","57,460","69,340","78,070",,,Middle Income
995,,motorboat mechanics and service technicians,1078.0,49-3051,detailed,"21,160",3.7,19.88,"41,350",1.1,11.47,14.73,18.73,24.37,29.78,"23,860","30,650","38,960","50,680","61,940",,,Middle Income
996,,motorcycle mechanics,1079.0,49-3052,detailed,"15,850",4.1,18.40,"38,270",1.0,11.12,13.67,17.15,22.25,28.01,"23,140","28,430","35,680","46,280","58,270",,,Middle Income
997,,outdoor power equipment and other small engine mechanics,1080.0,49-3053,detailed,"31,300",2.7,17.32,"36,020",0.7,10.64,13.08,16.53,20.67,25.31,"22,130","27,210","34,370","43,000","52,640",,,Middle Income
998,,bicycle repairers,1082.0,49-3091,detailed,"12,720",6.6,14.12,"29,370",1.6,9.64,11.19,13.65,16.62,19.14,"20,050","23,280","28,390","34,580","39,810",,,Low Income
999,,recreational vehicle service technicians,1083.0,49-3092,detailed,"14,780",4.6,18.83,"39,160",1.0,11.88,14.61,17.89,22.76,27.94,"24,720","30,390","37,200","47,340","58,100",,,Middle Income
1000,,tire repairers and changers,1084.0,49-3093,detailed,"114,690",2.1,13.71,"28,510",0.7,9.40,10.73,12.84,15.72,19.10,"19,560","22,330","26,710","32,690","39,730",,,Low Income
1001,,"other installation, maintenance, and repair occupations",1085.0,49-9000,minor,"2,877,650",0.3,21.82,"45,390",0.2,11.79,15.24,20.20,27.27,34.78,"24,520","31,690","42,010","56,730","72,330",,,Middle Income
1002,,mechanical door repairers,1087.0,49-9011,detailed,"21,010",5.7,19.93,"41,460",1.0,12.82,15.57,19.00,23.53,28.64,"26,660","32,380","39,510","48,940","59,570",,,Middle Income
1003,,"control and valve installers and repairers, except mechanical door",1088.0,49-9012,detailed,"47,700",2.6,27.72,"57,660",0.9,15.29,19.54,26.85,35.28,43.08,"31,800","40,640","55,850","73,380","89,600",,,Middle Income
